Age,Frequency,Temp
0.0951409,103.137655,9.471322368
0.10713,187.6707297,18.42851423
0.113149,182.5114861,5.026410121
0.119205,182.9947493,9.840555908
0.119205,48.15687113,7.65203088
0.125451,2.839551536,13.24998525
0.132407,143.3429672,18.49820167
0.138807,110.5688411,15.10769842
0.145126,137.5458072,15.04543707
0.152263,26.05904946,1.351031821
0.152263,117.2406987,5.30805496
0.15938,145.8720272,6.48104624
0.165464,194.504854,17.22760156
0.171847,111.199879,13.82869872
0.179421,35.7793966,1.108948846
0.186623,19.21759708,10.16608805
0.193605,17.73610373,19.31781757
0.200585,145.1192522,5.674568422
0.200585,83.29951738,15.79825083
0.208106,140.0067786,19.02850129
0.215304,66.85400206,19.44344115
0.223068,180.1424414,10.24323557
0.231056,156.7311008,4.263327784
0.238562,113.0036321,16.08769029
0.245663,162.9527312,17.23397226
0.253461,45.41695987,2.833488468
0.261287,152.8188346,16.72725611
0.268471,45.4279468,16.07006863
0.385137,15.77194024,4.189218672
0.393705,64.11585595,5.758282018
0.402092,183.5357929,5.477122831
0.409803,42.57359316,18.30359849
0.417837,76.34564675,10.81960835
0.426195,77.03878124,4.144190001
0.435395,105.438995,10.1723254
0.444124,46.54660938,10.00293526
0.444124,1.496585799,12.78987523
0.452151,28.4981977,9.348142157
0.460146,164.1657789,19.58968089
0.46821,7.022750224,4.689042608
0.477154,176.0702366,9.274181895
0.48586,138.8327662,8.068875279
0.493906,107.5303098,18.92681617
0.502128,141.6691653,13.57887801
0.510547,70.41979875,15.27262543
0.51961,121.1717573,11.77383676
0.529979,20.77185998,11.30311819
0.538161,115.314978,16.57196539
0.546961,40.92539549,18.24557115
0.555786,101.3048478,18.06928422
0.563878,132.1882596,10.64926247
0.571734,72.2706564,19.38043255
0.579811,127.2129102,14.70402122
0.588184,84.14448999,12.47548671
0.596972,171.9656335,0.67662348
0.604848,117.1317333,8.391446438
0.613338,150.0501643,19.31611019
0.621464,163.6721101,1.588184692
0.629783,113.6439649,12.99936931
0.638325,41.0373717,1.008453284
0.6469,95.83064092,16.04874435
0.655271,164.5922261,12.56330915
0.663814,19.02306696,7.079466648
0.672368,119.229924,15.50633264
0.681144,171.916288,17.72504305
0.689778,148.9730497,0.832418891
0.698622,127.3933887,1.624671891
0.707583,131.3546226,16.38110031
0.716254,77.92857181,17.18885146
0.724727,198.3487953,2.75200874
0.733744,75.15502058,1.440658618
0.742976,41.19603097,14.76212615
0.751827,164.1624594,1.987457933
0.760574,14.77525429,3.516670736
0.769708,154.8390067,2.439273668
0.77945,193.7661243,8.588833021
0.878411,104.4960002,4.48744514
0.886462,15.81600986,19.35004871
0.895097,32.01898134,0.915494027
0.903091,196.4023101,5.220614828
0.912228,114.1306969,4.071719202
0.922222,167.467857,4.578880505
0.931148,64.78412992,11.31546004
0.939188,164.3646778,1.460698851
0.947684,100.0446659,6.724565971
0.955867,103.3739013,13.11888285
0.964939,23.75270073,7.280876785
0.973903,151.5033106,17.69514034
0.981625,154.2182455,19.2398315
0.990328,157.5065049,0.377640899
0.998549,39.43753883,4.435805728
1.00806,147.9538933,8.198644699
1.01675,128.0154421,3.931530586
1.02498,153.0647489,18.81698857
1.03373,181.684813,14.50535083
1.04265,157.8448594,5.330962347
1.05126,55.68729136,7.645308368
1.05927,146.3366737,16.50974013
1.06818,181.9953259,12.77438714
1.07716,185.9884752,3.624364156
1.08641,128.8871372,19.7620128
1.09554,158.3108948,18.95537042
1.10413,148.1754524,15.18840542
1.11306,83.32219087,15.68953408
1.12125,20.48594851,17.72513744
1.13051,4.18380563,6.939382982
1.13904,129.0088843,10.46973095
1.14735,102.5144373,10.96717224
1.15586,102.8642965,19.88110215
1.16476,154.6936678,9.607466915
1.17328,124.9898566,15.29243687
1.18046,175.0407465,18.44178625
1.18887,161.8878105,4.511342125
1.19794,129.7214613,0.501019766
1.20626,97.72201225,19.43803818
1.21472,42.8873743,7.995312998
1.224,105.5769055,6.502849105
1.23259,71.41636485,18.41170944
1.24154,85.1266771,8.92305527
1.24954,119.9432659,16.3131459
1.25801,126.8434657,2.429128576
1.26691,51.96768336,2.216184987
1.27608,107.5916897,1.123251845
1.2859,76.2144708,4.338888548
1.2859,117.5269268,14.95911924
1.29524,124.3889495,18.69892272
1.29524,85.37315094,0.568032038
1.30404,17.07971287,15.57084995
1.30404,55.556816,2.009533502
1.31223,96.72232528,13.92240557
1.31223,15.38458147,4.097995487
1.32075,96.83226235,13.67812033
1.32946,16.30270497,12.94764775
1.33792,24.38828851,4.615654927
1.34697,80.93008206,2.228158972
1.3561,178.0590777,0.417599778
1.3561,58.88836175,2.258733473
1.36515,2.278391652,18.27819332
1.3755,68.79616622,0.495577157
1.45517,155.8748656,3.473001522
1.46524,73.8698581,0.548195946
1.47477,67.72501734,2.456107758
1.48454,20.8097329,12.69348089
1.4955,31.24657427,5.823671223
1.50524,135.6348082,1.438285605
1.51486,107.2317618,3.919093798
1.5615,4.050350064,18.63151537
1.57094,40.17841291,12.06459503
1.5812,26.17511578,16.99669374
1.5861,71.68388727,3.194763902
1.5861,67.45055323,12.16395279
1.61008,86.20766966,12.00245431
1.61543,187.8708923,19.93386603
1.62076,128.2645211,10.26921412
1.63927,45.27480489,6.800583092
1.64924,125.0340812,9.19720931
1.65927,30.49992019,10.28575884
1.66852,177.0128715,1.892771434
1.67868,127.280596,13.2395883
1.68881,18.7549717,17.66466929
1.68881,81.15210368,19.63502963
1.69948,171.0846459,11.8094704
1.70941,112.995151,2.362561713
1.71893,119.1629881,2.284207511
1.72894,187.1015778,0.808999367
1.73928,54.19245879,19.15707929
1.74962,96.15756461,14.72218823
1.75946,142.9196486,4.115562193
1.7692,44.40435226,14.8708301
1.78029,186.3555507,14.08535084
1.84287,143.8815412,0.841325268
1.86251,43.9093369,17.20428385
1.87147,172.6969183,0.213277142
1.88188,61.36017753,9.62277278
1.89214,83.00363393,0.516190816
1.90198,14.92222314,11.81987743
1.91245,48.83798678,13.59730455
1.92203,93.38266706,18.12709785
1.93107,116.8992712,11.56383107
1.94026,89.2136658,12.21016681
1.94608,153.7042365,13.92857138
1.95856,167.1126476,6.277697933
1.96849,165.5123527,13.00104544
1.97799,146.1446728,16.77707274
1.98776,182.5610173,7.185230507
1.99741,146.0726754,1.27069423
2.00687,112.1717973,19.63664661
2.01653,134.0876097,3.40592785
2.01923,176.1020967,14.05197747
2.03356,43.51278635,11.91919675
2.04614,130.5411924,5.846786211
2.04614,94.83973118,19.5729559
2.0571,131.7672232,18.86065003
2.06824,66.10270979,19.31690177
2.07894,68.79183582,17.71934261
2.08846,91.74068522,6.749048155
2.0993,11.90289114,16.91665817
2.10836,155.7096488,16.39392712
2.11616,174.6101316,0.737628842
2.12776,174.6081668,2.558744769
2.13909,21.57839757,14.88128959
2.14919,140.885201,17.0492628
2.1594,24.13158295,7.850085841
2.17028,86.57983347,9.262760996
2.18181,99.79664889,9.451862878
2.19224,122.1137746,1.943614779
2.20231,184.9448947,19.73755198
2.21242,129.2744079,18.84223169
2.22278,52.04358717,17.18605409
2.23314,38.52261432,10.54483817
2.2429,34.431986,5.044084823
2.25295,176.3956681,3.68052049
2.26302,120.4836715,18.57788657
2.27297,7.322853652,7.800490147
2.29293,19.36072112,13.07560167
2.29293,2.050166738,11.78059878
2.30303,196.2654468,17.97328762
2.31378,83.49143679,18.29429868
2.32376,69.51235393,10.76192765
2.33394,197.5456521,12.45517207
2.3545,102.8585508,18.72261903
2.3545,154.5455445,0.183283242
2.36483,73.8450796,17.11304622
2.37252,2.156767274,14.73765388
2.37252,165.9052168,12.3808097
2.39424,148.4959026,10.42663884
2.40558,74.43284017,16.1472809
2.41346,51.10570118,11.46938493
2.42653,15.84440604,9.296694474
2.43401,34.69946024,3.738348876
2.4418,32.59718817,7.721921075
2.45724,106.0973061,17.83999317
2.46762,86.50656852,3.736016399
2.4781,148.0621622,18.68658786
2.4781,121.3752924,11.87308909
2.49988,90.91199807,2.380062575
2.51066,79.96973162,6.895876907
2.52109,148.4859334,19.26646999
2.53011,74.50494262,13.60520588
2.54144,143.7691358,9.082117039
2.55375,85.76478645,19.87022227
2.56417,128.4816358,12.46759922
2.57483,23.37829947,9.499402154
2.58638,89.09945605,7.91524573
2.59745,19.79517982,13.55533723
2.60855,64.21169167,17.32705919
2.61946,153.1332862,4.85860603
2.63055,84.0554479,0.07663295
2.64107,98.69025123,10.32868419
2.65162,142.3987833,5.914770474
2.66191,164.3686351,10.01991413
2.67243,86.4815707,0.225655642
2.6828,25.74593745,1.862236676
2.69378,172.7350209,2.187307809
2.70438,104.294942,18.0763423
2.71562,102.763711,8.6438778
2.72615,72.0646599,18.93908665
2.73776,67.92733014,10.68054125
2.74792,194.9480823,18.33848958
2.7587,173.2553294,6.234579441
2.77179,70.08475022,16.41481713
2.78387,22.42965625,13.79166709
2.7947,154.571059,10.55564764
2.80521,87.63127618,0.320122126
2.81616,37.5543148,11.90494778
2.82689,38.41804106,4.997902683
2.83709,176.4973387,2.481907482
2.84742,154.4077479,7.856408791
2.85628,29.429691,17.18024925
2.86795,14.70104717,16.92684308
2.87913,80.25987867,11.95274322
2.88976,25.96841952,16.19654144
2.90092,52.1691928,10.17909017
2.91165,141.1488587,12.52913497
2.92235,179.8704949,5.666547184
2.93349,153.4504585,10.77474203
2.94418,180.2184045,18.57242335
2.95523,176.6282612,10.63710129
2.96584,164.5464715,1.075376854
2.97628,34.75952286,13.48307462
2.98684,53.17135013,12.37268389
2.99808,140.2487762,1.709337831
3.00957,49.78704664,7.756940325
3.02042,12.86694876,9.472733217
3.03162,125.2924778,16.41349243
3.04236,66.7586115,10.10463908
3.04236,162.1740452,7.113000015
3.05323,113.3057167,8.383431049
3.06401,94.08866835,14.05754041
3.07477,124.8246136,8.6846769
3.08533,17.19355259,14.84428455
3.09639,126.6592973,2.251560739
3.10803,163.3778275,18.86656986
3.12079,64.78354339,1.826810438
3.13329,139.0077025,0.814881278
3.14554,83.61498882,11.29798125
3.15823,95.87733106,18.29253739
3.16981,125.8238352,16.14912957
3.18111,123.7881273,1.387758987
3.1932,197.6079661,0.84279333
3.20403,168.7263851,14.7892743
3.21458,90.69987623,16.42652864
3.22761,8.013615259,3.917307053
3.23771,47.77834018,6.594570136
3.24864,19.94469687,7.979527402
3.26018,74.7855225,6.86569731
3.27439,180.8400695,16.66006279
3.2861,78.00580915,18.46854604
3.29707,186.9567018,17.01307005
3.30847,196.7246369,15.80666383
3.32032,71.58117454,4.030940109
3.33111,74.07030795,6.211078186
3.3432,105.0107135,8.334329443
3.35472,35.51346745,1.324386697
3.36737,98.46436744,8.8123
3.37868,7.936231571,9.128179016
3.37868,11.94668011,3.475960064
3.39053,115.946299,6.140189375
3.40228,125.0631537,12.60824763
